start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng,community,edit community,suburb,recode reason,gps lookup,notes,recode,community_clean,area,shape_area,perimeter,area_num_1,area_numbe,comarea_id,comarea,shape_len
Archer (Damen) Ave & 37th St,642,15,0,2023/02/01,2024/01/31,41.82664467,-87.68325615,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Ashland Ave & Pershing Rd,298,3,0,2023/02/13,2024/01/31,41.8233707,-87.665663,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Burling St & Diversey Pkwy,13766,274,7,2023/02/01,2024/01/31,41.82328903,-87.67228113,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Clark St & Wrightwood Ave,23300,425,11,2023/02/01,2024/01/31,41.82328903,-87.68065167,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Damen Ave & 33rd St,63,3,0,2023/05/27,2024/01/10,41.83395505,-87.67602325,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Damen Ave & Pershing Rd,300,9,0,2023/02/06,2024/01/29,41.82312833,-87.67679894,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Halsted St & Roosevelt Rd,9295,285,6,2023/02/01,2024/01/31,41.83479225,-87.67599082,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Hoyne Ave & 34th St,171,3,0,2023/02/02,2024/01/21,41.83,-87.68,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Leavitt St & Archer Ave,1274,30,0,2023/02/01,2024/01/31,41.82866073,-87.68080008,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
McCormick Place,7628,86,0,2023/02/01,2024/01/31,41.83479225,-87.68015517,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Wood St & 35th St,1009,30,1,2023/02/01,2024/01/31,41.82998657,-87.67070222,MCKINLEY PARK,,,,,,,MCKINLEY PARK,0,39431799.65,0,59,59,0,0,26014.09684
Oak Park & Wellington,116,2,0,2023/02/01,2024/01/30,41.93,-87.8,MONTCLARE,,,,,,,MONTCLARE,0,27576393.63,0,18,18,0,0,22404.85214
Public Rack - Newcastle Ave & Belmont Ave,10,0,0,2023/03/09,2023/08/20,41.93777133,-87.8,MONTCLARE,,,,,,,MONTCLARE,0,27576393.63,0,18,18,0,0,22404.85214
Public Rack - Newcastle Ave & Wellington Ave,1,0,0,2023/10/02,2023/10/02,41.93520832,-87.79571044,MONTCLARE,,,,,,,MONTCLARE,0,27576393.63,0,18,18,0,0,22404.85214
Public Rack - Newland Ave & Diversey Ave,10,0,0,2023/02/03,2023/09/20,41.93,-87.8,MONTCLARE,,,,,,,MONTCLARE,0,27576393.63,0,18,18,0,0,22404.85214
Public Rack - Rutherford Ave & Belmont Ave,12,0,0,2023/02/09,2023/10/27,41.9380135,-87.7939924,MONTCLARE,,,,,,,MONTCLARE,0,27576393.63,0,18,18,0,0,22404.85214
Sayre & Diversey,375,12,0,2023/02/01,2024/01/28,41.93,-87.80121458,MONTCLARE,,,,,,,MONTCLARE,0,27576393.63,0,18,18,0,0,22404.85214
Ada St & 113th St,29,0,0,2023/04/08,2023/11/29,41.6875335,-87.65547574,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Hale Ave & 107th St,165,3,0,2023/02/05,2024/01/31,41.69912195,-87.66896331,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Halsted St & 111th St,108,6,0,2023/02/06,2024/01/31,41.69223499,-87.64281633,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Homewood Ave & 115th St,89,1,0,2023/02/03,2024/01/03,41.68453574,-87.67093313,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - 111th St - Morgan Park Metra,48,5,0,2023/02/09,2024/01/30,41.69,-87.67075121,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Hale Ave & 111th St,1,0,0,2023/05/11,2023/05/11,41.69,-87.67,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Halsted St & 109th St,3,0,0,2023/04/13,2023/11/15,41.69571376,-87.64261031,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Halsted St & 111th St,16,1,0,2023/05/21,2024/01/04,41.69,-87.64254785,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Halsted St & 113th St,2,0,0,2023/05/21,2023/05/21,41.68850553,-87.64245117,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Hoyne Ave & 110th Pl,76,1,0,2023/02/13,2024/01/01,41.69,-87.67415476,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Longwood Dr & 111th St,3,0,0,2023/02/01,2023/02/12,41.69,-87.67,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Racine Ave & 109th Pl,335,23,0,2023/02/01,2024/01/31,41.69,-87.65287507,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Rockwell & 111th St,29,0,0,2023/02/15,2023/10/07,41.69,-87.69,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Throop St & 109th Pl,19,0,0,2023/02/12,2023/11/03,41.69,-87.6541723,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Western Ave & 107th Pl,2,0,0,2023/07/10,2023/12/09,41.69818366,-87.68154252,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Western Ave & 107th St,5,0,0,2023/04/27,2023/11/19,41.69846933,-87.68155766,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Western Ave & 110th St,43,0,0,2023/03/06,2023/12/06,41.69,-87.68142733,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Western Ave & 111th St - NW,7,0,0,2023/04/19,2023/12/02,41.69,-87.68188453,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Western Ave & 111th St - SE,6,0,0,2023/02/01,2023/11/06,41.69,-87.68102872,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Western Ave & 111th St - SW,10,0,0,2023/04/05,2023/11/08,41.69,-87.68188117,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Public Rack - Western Ave & 118th St,13,0,0,2023/04/04,2023/12/31,41.6786058,-87.68090344,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Western Ave & 111th St,291,2,0,2023/02/06,2024/01/11,41.69111955,-87.68228877,MORGAN PARK,,,,,,,MORGAN PARK,0,91877340.7,0,75,75,0,0,46396.41936
Ashland Ave & 13th St,3474,105,2,2023/02/01,2024/01/31,41.70584523,-87.71734213,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Kedzie Ave & 104th St,61,0,0,2023/03/12,2023/12/15,41.7,-87.70145381,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Kedzie Ave & 110th St,241,4,0,2023/02/12,2024/01/30,41.6918031,-87.70135927,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Lawndale Ave & 111th St,161,3,0,2023/02/06,2024/01/27,41.69120586,-87.71292033,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Michigan Ave & Lake St,21178,597,0,2023/02/01,2024/01/31,41.70584523,-87.71734213,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Ogden Ave & Roosevelt Rd,2535,84,0,2023/02/01,2024/01/31,41.70584523,-87.71734213,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Public Rack - Albany Ave & 111th St - NW,5,0,0,2023/03/21,2023/08/26,41.69,-87.7,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Public Rack - Kedzie & 103rd St - W,7,0,0,2023/03/12,2023/12/15,41.70494467,-87.70146417,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Public Rack - Mt Greenwood Library - South,1,0,0,2023/02/19,2023/02/19,41.69,-87.7,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Public Rack - Troy & 111th St,3,0,0,2023/03/30,2023/09/18,41.69,-87.70035636,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
W 103rd St & S Avers Ave,92,1,0,2023/02/06,2024/01/01,41.70580683,-87.72,MOUNT GREENWOOD,,,,,,,MOUNT GREENWOOD,0,75584290.02,0,74,74,0,0,48665.13054
Cherry Ave & Blackhawk St,2240,83,1,2023/02/01,2024/01/31,41.90641713,-87.65602839,NEAR NORTH SIDE,,,,,,,NEAR NORTH SIDE,0,76675895.97,0,8,8,0,0,57293.16495
Larrabee St & Armitage Ave,8735,217,3,2023/02/01,2024/01/31,41.90434122,-87.65606545,NEAR NORTH SIDE,,,,,,,NEAR NORTH SIDE,0,76675895.97,0,8,8,0,0,57293.16495
N Clark St & W Elm St,405,22,1,2023/02/07,2024/01/30,41.9,-87.631762,NEAR NORTH SIDE,,,,,,,NEAR NORTH SIDE,0,76675895.97,0,8,8,0,0,57293.16495
Sedgwick St & Schiller St,5207,151,4,2023/02/01,2024/01/31,41.90657258,-87.64067113,NEAR NORTH SIDE,,,,,,,NEAR NORTH SIDE,0,76675895.97,0,8,8,0,0,57293.16495
Streeter Dr/Grand Ave,236,56,1,2023/11/14,2024/01/31,41.892171,-87.612388,NEAR NORTH SIDE,,,,,,,NEAR NORTH SIDE,0,76675895.97,0,8,8,0,0,57293.16495
Buckingham Fountain (Temp),4547,0,0,2023/06/06,2023/09/20,41.86401183,-87.62938517,NEAR SOUTH SIDE,,,,,,,NEAR SOUTH SIDE,0,49769639.45,0,33,33,0,0,45053.1651
State St & 19th St,2983,57,1,2023/02/02,2024/01/31,41.85588765,-87.62831962,NEAR SOUTH SIDE,,,,,,,NEAR SOUTH SIDE,0,49769639.45,0,33,33,0,0,45053.1651
Wabash Ave & Cermak Rd,3537,71,3,2023/02/01,2024/01/31,41.85188198,-87.62705231,NEAR SOUTH SIDE,,,,,,,NEAR SOUTH SIDE,0,49769639.45,0,33,33,0,0,45053.1651
Aberdeen St & Monroe St,10096,384,8,2023/02/01,2024/01/31,41.88009417,-87.668944,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Aberdeen St & Randolph St,11000,304,6,2023/02/01,2024/01/31,41.88212483,-87.67228113,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Ashland Ave & Augusta Blvd,7276,238,3,2023/02/01,2024/01/31,41.8831125,-87.66937483,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Ashland Ave & Blackhawk St,8438,174,2,2023/02/01,2024/01/31,41.88360166,-87.67021583,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Ashland Ave & Chicago Ave,6444,184,3,2023/02/01,2024/01/31,41.8723992,-87.68425822,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Ashland Ave & Grand Ave,5566,147,2,2023/02/01,2024/01/31,41.86700237,-87.66708589,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Ashland Ave & Lake St,6374,167,1,2023/02/01,2024/01/31,41.88360166,-87.68064772,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Ashland Ave & Wellington Ave,7406,188,0,2023/02/01,2024/01/31,41.8879894,-87.67018783,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Broadway & Barry Ave,28223,656,12,2023/02/01,2024/01/31,41.8679495,-87.68010997,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Broadway & Belmont Ave,16462,399,10,2023/02/01,2024/01/31,41.88360166,-87.66778017,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Buckingham Fountain,4294,68,0,2023/02/03,2024/01/31,41.868288,-87.6403712,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Campbell Ave & North Ave,6219,184,3,2023/02/01,2024/01/31,41.88360166,-87.68973827,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Canal St & Adams St,22843,958,21,2023/02/01,2024/01/31,41.8672415,-87.68051827,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Canal St & Harrison St,3149,92,1,2023/02/01,2024/01/31,41.8738153,-87.63986233,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Canal St & Jackson Blvd,14120,512,4,2023/02/01,2024/01/31,41.868329,-87.67935908,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Canal St & Taylor St,6487,249,6,2023/02/01,2024/01/31,41.86954558,-87.63961828,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Cannon Dr & Fullerton Ave,6103,48,0,2023/02/01,2024/01/31,41.87249817,-87.65218332,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Cityfront Plaza Dr & Pioneer Ct,12810,328,8,2023/02/01,2024/01/31,41.88169503,-87.68018377,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clarendon Ave & Junior Ter,11427,227,2,2023/02/01,2024/01/31,41.88360166,-87.65228927,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clark St & Drummond Pl,20813,484,10,2023/02/01,2024/01/31,41.87799155,-87.68956517,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clark St & Lake St,16032,579,14,2023/02/01,2024/01/31,41.88220118,-87.66196322,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clark St & Lincoln Ave,25306,365,10,2023/02/01,2024/01/31,41.867979,-87.68450333,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clark St & Montrose Ave,7826,162,4,2023/02/01,2024/01/31,41.87829542,-87.67066777,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clark St & North Ave,12086,198,0,2023/02/01,2024/01/31,41.88360166,-87.6756519,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clark St & Wellington Ave,16473,370,13,2023/02/01,2024/01/31,41.88360166,-87.68777143,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clark St & Winnemac Ave,15698,381,1,2023/02/01,2024/01/31,41.88549171,-87.68010997,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clinton St & Jackson Blvd,22462,952,14,2023/02/01,2024/01/31,41.87277782,-87.66055117,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clinton St & Polk St,1175,34,0,2023/02/01,2024/01/31,41.871271,-87.64106369,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clinton St & Tilden St,5313,212,8,2023/02/01,2024/01/31,41.87537193,-87.64162386,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Clybourn Ave & Division St,6822,197,3,2023/02/01,2024/01/31,41.88360166,-87.64862671,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Columbus Dr & Randolph St,20390,575,10,2023/02/01,2024/01/31,41.8672415,-87.64999937,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Daley Center Plaza,18746,716,25,2023/02/01,2024/01/31,41.87496817,-87.68005097,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Damen Ave & Charleston St,6286,210,2,2023/02/01,2024/01/31,41.88549171,-87.68630038,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Damen Ave & Cortland St,11292,219,4,2023/02/01,2024/01/31,41.88360166,-87.68015062,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Damen Ave & Madison St,3258,129,2,2023/02/02,2024/01/31,41.87978123,-87.68630038,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Damen Ave & Thomas St (Augusta Blvd),8474,249,4,2023/02/01,2024/01/31,41.88288367,-87.68599833,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Damen Ave & Walnut (Lake) St,2785,96,2,2023/02/01,2024/01/31,41.87578678,-87.68013442,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Dayton St & North Ave,12243,307,9,2023/02/01,2024/01/31,41.8807814,-87.68065167,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Dearborn Pkwy & Delaware Pl,21078,603,15,2023/02/01,2024/01/31,41.88020873,-87.65647745,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Dearborn St & Erie St,23889,699,21,2023/02/01,2024/01/31,41.87916993,-87.68610882,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Dearborn St & Van Buren St,6081,169,0,2023/02/01,2024/01/31,41.87161063,-87.64862671,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Desplaines St & Jackson Blvd,13768,420,3,2023/02/01,2024/01/31,41.87725267,-87.65228927,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Desplaines St & Randolph St,10448,209,3,2023/02/01,2024/01/31,41.87393451,-87.68014867,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
DuSable Lake Shore Dr & Wellington Ave,17909,166,3,2023/02/01,2024/01/31,41.88416982,-87.68067533,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Elizabeth St & Fulton St,6648,262,7,2023/02/01,2024/01/31,41.88360166,-87.66004121,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Elizabeth St & Randolph St,8560,358,8,2023/02/07,2024/01/31,41.87256062,-87.68072116,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Elston Ave & Wabansia Ave,2857,64,0,2023/02/01,2024/01/31,41.88360166,-87.66834043,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Fairbanks Ct & Grand Ave,17198,413,6,2023/02/01,2024/01/31,41.88220118,-87.64862671,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Financial Pl & Ida B Wells Dr,10553,315,2,2023/02/01,2024/01/31,41.8744155,-87.68051827,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Franklin St & Illinois St,13921,374,1,2023/02/01,2024/01/31,41.86700237,-87.666705,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Green St & Washington Blvd,8394,169,5,2023/02/01,2024/01/31,41.88212812,-87.64951086,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Greenview Ave & Fullerton Ave,11563,239,0,2023/02/01,2024/01/31,41.88360166,-87.66726553,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Halsted St & Clybourn Ave,21380,564,7,2023/02/01,2024/01/31,41.87799155,-87.68015062,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Halsted St & Dickens Ave,15572,308,2,2023/02/01,2024/01/31,41.88494527,-87.664957,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Halsted St & Maxwell St,10720,279,4,2023/02/01,2024/01/31,41.86414218,-87.67029047,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Halsted St & North Branch St,2478,52,0,2023/02/01,2024/01/31,41.88360166,-87.6493541,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Halsted St & Polk St,17418,532,8,2023/02/01,2024/01/31,41.86825767,-87.6801306,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Halsted St & Roscoe St,20584,362,6,2023/02/01,2024/01/31,41.87962723,-87.68068483,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Halsted St & Willow St,10560,224,4,2023/02/01,2024/01/31,41.88360166,-87.64949548,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Hastings LWS,67,0,0,2023/02/24,2023/04/20,41.86,-87.68,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Hermitage Ave & Polk St,6283,281,1,2023/02/01,2024/01/31,41.87098885,-87.67229252,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Honore St & Division St,12724,319,3,2023/02/01,2024/01/31,41.87978123,-87.68610882,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Jefferson St & Monroe St,9731,252,8,2023/02/01,2024/01/31,41.87277782,-87.6801306,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
LaSalle St & Jackson Blvd,15692,706,21,2023/02/01,2024/01/31,41.87161063,-87.65683967,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
LaSalle St & Washington St,8469,349,5,2023/02/01,2024/01/31,41.87937535,-87.666841,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Lakefront Trail & Bryn Mawr Ave,12156,79,4,2023/02/01,2024/01/31,41.88796583,-87.66997445,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Lakefront Trail & Wilson Ave,8538,60,0,2023/02/01,2024/01/31,41.88164747,-87.64969933,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Lakeview Ave & Fullerton Pkwy,19963,304,9,2023/02/01,2024/01/31,41.87978123,-87.68610882,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Larrabee St & Division St,11314,253,11,2023/02/01,2024/01/31,41.88178992,-87.6639273,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Larrabee St & Menomonee St,6035,190,1,2023/02/01,2024/01/31,41.88360166,-87.65218332,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Larrabee St & Webster Ave,20628,366,11,2023/02/01,2024/01/31,41.87799155,-87.65374917,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Leavitt St & Addison St,3165,54,1,2023/02/01,2024/01/31,41.88360166,-87.683529,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Leavitt St & Armitage Ave,6256,145,0,2023/02/01,2024/01/31,41.88506436,-87.68321502,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Leavitt St & Chicago Ave,5787,167,9,2023/02/01,2024/01/31,41.88360166,-87.68261778,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Leavitt St & Division St,5378,134,3,2023/02/01,2024/01/31,41.88360166,-87.68450296,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Leavitt St & Lawrence Ave,3121,81,0,2023/02/01,2024/01/31,41.88164747,-87.68430603,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Leavitt St & North Ave,7586,116,2,2023/02/01,2024/01/31,41.88360166,-87.68788695,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Lincoln Ave & Addison St,3984,86,4,2023/02/01,2024/01/31,41.88360166,-87.68471645,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
Lincoln Ave & Belmont Ave (Temp),3545,0,0,2023/02/01,2023/07/10,41.88360166,-87.67193675,NEAR WEST SIDE,,,,,,,NEAR WEST SIDE,0,158492466.6,0,28,28,0,0,53003.59294
