start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng
2112 W Peterson Ave,723,11,0,2023-02-02,2024-01-28,41.991028166666666,-87.683748
410,7,0,0,2023-04-27,2023-04-27,41.9,-87.69
63rd St Beach,985,6,0,2023-02-12,2024-01-29,41.78081816666667,-87.576407
900 W Harrison St,12646,449,4,2023-02-01,2024-01-31,41.842626214,-87.704150558
Aberdeen St & Jackson Blvd,14926,544,14,2023-02-01,2024-01-31,41.869211066666665,-87.71304606666666
Aberdeen St & Monroe St,10096,384,8,2023-02-01,2024-01-31,41.880094166666666,-87.668944
Aberdeen St & Randolph St,11000,304,6,2023-02-01,2024-01-31,41.882124833333336,-87.67228113333333
Ada St & 113th St,29,0,0,2023-04-08,2023-11-29,41.6875335,-87.65547573566435
Ada St & Washington Blvd,6698,252,5,2023-02-01,2024-01-31,41.882617833333335,-87.70212518333334
Adler Planetarium,16893,108,5,2023-02-01,2024-01-31,41.83867632897121,-87.64862671494483
Albany Ave & 16th St,113,2,0,2023-02-28,2024-01-29,41.859054208,-87.703129053
Albany Ave & 26th St,199,1,0,2023-02-10,2024-01-22,41.844375253,-87.702133417
Albany Ave & Belmont Ave,714,31,0,2023-02-01,2024-01-31,41.93938233333333,-87.71
Albany Ave & Bloomingdale Ave,5344,189,5,2023-02-01,2024-01-31,41.87799763333334,-87.70529233333333
Albany Ave & Douglas Blvd,72,0,0,2023-04-12,2023-12-27,41.86,-87.7031665
Albany Ave & Montrose Ave,2046,40,1,2023-02-04,2024-01-31,41.94975911666667,-87.74686418333333
Altgeld Gardens,60,0,0,2023-03-20,2023-12-03,41.65666552967373,-87.59890083333333
Archer (Damen) Ave & 37th St,642,15,0,2023-02-01,2024-01-31,41.82664466666667,-87.683256149
Archer Ave & 43rd St,96,4,0,2023-02-08,2024-01-27,41.815415621,-87.70250883333334
Artesian Ave & 55th St,139,2,0,2023-02-01,2024-01-13,41.79,-87.69
Artesian Ave & 71st St,21,1,0,2023-10-09,2024-01-04,41.764278173,-87.684515119
Artesian Ave & Hubbard St,5244,247,6,2023-02-01,2024-01-31,41.82328903333333,-87.69066023333333
Artesian Ave & Marquette Rd,22,5,0,2023-10-11,2024-01-31,41.772025228,-87.68477366666667
Ashland Ave & 13th St,3474,105,2,2023-02-01,2024-01-31,41.705845233333335,-87.71734213333333
Ashland Ave & 50th St,332,16,0,2023-02-04,2024-01-31,41.802911401,-87.664823294
Ashland Ave & 63rd St,113,0,0,2023-02-06,2023-12-23,41.777664542,-87.665040851
Ashland Ave & 66th St,64,4,0,2023-02-08,2024-01-08,41.77404511,-87.663815856
Ashland Ave & 74th St,79,2,0,2023-02-10,2024-01-01,41.75910683333333,-87.66351733333333
Ashland Ave & 78th St,107,5,1,2023-02-27,2024-01-28,41.752159119,-87.66397678333334
Ashland Ave & Archer Ave,1827,38,0,2023-02-01,2024-01-30,41.838741422,-87.666129708
Ashland Ave & Augusta Blvd,7276,238,3,2023-02-01,2024-01-31,41.8831125,-87.66937483333334
Ashland Ave & Belle Plaine Ave,3189,66,1,2023-02-01,2024-01-31,41.955620766,-87.669084907
Ashland Ave & Blackhawk St,8438,174,2,2023-02-01,2024-01-31,41.883601657275165,-87.67021583333333
Ashland Ave & Chicago Ave,6444,184,3,2023-02-01,2024-01-31,41.8723992,-87.684258223
Ashland Ave & Division St,21837,535,6,2023-02-01,2024-01-31,41.86700236666667,-87.70517783333334
Ashland Ave & Garfield Blvd,97,2,0,2023-02-01,2024-01-25,41.792822,-87.664572358
Ashland Ave & Grace St,7883,217,6,2023-02-01,2024-01-31,41.912005533333335,-87.71029495
Ashland Ave & Grand Ave,5566,147,2,2023-02-01,2024-01-31,41.86700236666667,-87.667085886
Ashland Ave & Lake St,6374,167,1,2023-02-01,2024-01-31,41.883601657275165,-87.68064771666667
Ashland Ave & McDowell Ave,267,3,0,2023-02-01,2024-01-31,41.808782339,-87.664619207
Ashland Ave & Pershing Rd,298,3,0,2023-02-13,2024-01-31,41.823370695,-87.665663
Ashland Ave & Wellington Ave,7406,188,0,2023-02-01,2024-01-31,41.8879894,-87.67018783333333
Ashland Ave & Wrightwood Ave,5466,187,3,2023-02-01,2024-01-31,41.890812278,-87.677449942
Augusta Blvd & Laramie Ave,43,0,0,2023-05-17,2023-12-16,41.898543333333336,-87.76
Austin Blvd & Chicago Ave,174,1,0,2023-02-12,2024-01-28,41.894793666666665,-87.774704
Austin Blvd & Lake St,425,3,0,2023-02-05,2024-01-28,41.887772441,-87.774594069
Austin Blvd & Madison St,340,2,0,2023-02-07,2024-01-28,41.880216,-87.774576545
Avenue L & 114th St,19,0,0,2023-05-29,2023-12-20,41.687902331,-87.53662016666667
Avenue O & 118th St,68,2,0,2023-02-19,2024-01-08,41.680952072,-87.538105249
Avenue O & 134th St,102,0,0,2023-02-02,2023-10-25,41.65176177,-87.540850043
Avers Ave & Belmont Ave,2423,51,1,2023-02-01,2024-01-31,41.939285278,-87.72370851
Avondale Ave & Irving Park Rd,2605,58,0,2023-02-01,2024-01-31,41.952617645,-87.74017285
Baltimore Ave & 87th St,222,11,0,2023-02-05,2024-01-24,41.73728666666667,-87.548652053
Base - 2132 W Hubbard,7,0,0,2023-04-16,2023-06-25,41.88996749470834,-87.680348158
Bennett Ave & 79th St,59,1,0,2023-02-12,2024-01-23,41.751781702,-87.57856116666666
Benson Ave & Church St,5958,208,5,2023-02-01,2024-01-31,42.032597303,-87.683772445
Bernard St & Elston Ave,1827,70,2,2023-02-01,2024-01-31,41.949303746,-87.714966655
Big Marsh Park,235,0,0,2023-02-11,2023-11-18,41.685853004,-87.573825002
Bissell St & Armitage Ave*,9389,322,9,2023-02-01,2024-01-31,41.9116985,-87.65908001666666
Blackstone Ave & 59th St,4463,634,17,2023-09-14,2024-01-31,41.787442565,-87.6280285
Blackstone Ave & Hyde Park Blvd,4871,193,10,2023-02-01,2024-01-31,41.80186483333333,-87.68012498333333
Bloomingdale Ave & Harlem Ave,78,2,0,2023-02-02,2024-01-25,41.91,-87.81
Blue Island Ave & 18th St,5537,111,1,2023-02-02,2024-01-31,41.856827736,-87.68962943333334
Bosworth Ave & Howard St,977,24,0,2023-02-04,2024-01-31,42.019338012,-87.670154929
Bradley Park,15,1,0,2023-03-05,2024-01-29,41.717869163,-87.564592
Broadway & Argyle St,8819,208,1,2023-02-01,2024-01-31,41.877773046,-87.73053848333333
Broadway & Barry Ave,28223,656,12,2023-02-01,2024-01-31,41.8679495,-87.68010996666666
Broadway & Belmont Ave,16462,399,10,2023-02-01,2024-01-31,41.883601657275165,-87.66778016666666
Broadway & Berwyn Ave,7694,190,1,2023-02-01,2024-01-31,41.9433502470174,-87.67066776752472
Broadway & Cornelia Ave,21002,457,4,2023-02-01,2024-01-31,41.760866283333336,-87.836727262
Broadway & Granville Ave,7053,149,3,2023-02-01,2024-01-31,41.993975878,-87.661162853
Broadway & Ridge Ave,6471,121,4,2023-02-01,2024-01-31,41.89479433333333,-87.73060976666666
Broadway & Sheridan Rd,15907,419,9,2023-02-01,2024-01-31,41.877773046,-87.73060976666666
Broadway & Thorndale Ave,7329,142,4,2023-02-01,2024-01-31,41.979096,-87.66846501666667
Broadway & Waveland Ave,21967,608,11,2023-02-01,2024-01-31,41.802354097,-87.73060976666666
Broadway & Wilson Ave,11779,327,7,2023-02-01,2024-01-31,41.889583816666665,-87.74485883333334
Buckingham - Fountain,207,0,0,2023-09-29,2023-10-06,41.876255,-87.620483
Buckingham Fountain,4294,68,0,2023-02-03,2024-01-31,41.868288,-87.6403712
Buckingham Fountain (Columbus/Balbo),147,0,0,2023-09-20,2023-09-29,41.870748,-87.623997
Buckingham Fountain (Michigan/11th),1,0,0,2023-08-11,2023-08-11,41.876423,-87.620339
Buckingham Fountain (Temp),4547,0,0,2023-06-06,2023-09-20,41.864011833333336,-87.62938516666667
Budlong Woods Library,897,23,0,2023-02-02,2024-01-31,41.98356416666667,-87.696515799
Burling St & Diversey Pkwy,13766,274,7,2023-02-01,2024-01-31,41.82328903333333,-87.67228113333333
Burnham Greenway & 105th St,101,1,0,2023-02-12,2024-01-02,41.704575,-87.528613567
Burnham Greenway & 112th St,359,2,0,2023-02-09,2024-01-02,41.691706777,-87.53058183333333
Burnham Harbor,9602,59,0,2023-02-04,2024-01-31,41.8573535,-87.680122
California & 16th St,236,7,0,2023-02-04,2024-01-30,41.859144807,-87.7
California Ave & 21st St,764,14,0,2023-02-01,2024-01-30,41.853370547,-87.696095943
California Ave & 23rd Pl,671,10,0,2023-02-02,2024-01-20,41.84891416666667,-87.69525416666667
California Ave & 26th St,267,9,0,2023-02-02,2024-01-31,41.84364266666667,-87.695020795
California Ave & 29th St,43,0,0,2023-02-12,2023-12-11,41.84,-87.69419183333333
California Ave & 36th St,129,2,0,2023-02-06,2024-01-23,41.828183413,-87.69460266666667
California Ave & 71st St,34,7,0,2023-09-29,2024-01-30,41.76473283333333,-87.69315566666667
California Ave & Altgeld St,4028,104,0,2023-02-01,2024-01-31,41.8538097,-87.71515141666667
California Ave & Byron St,2547,78,0,2023-02-02,2024-01-31,41.9520385,-87.698472261
California Ave & Cortez St,5938,106,1,2023-02-01,2024-01-31,41.878830183333335,-87.697281122
California Ave & Division St,4107,85,0,2023-02-01,2024-01-31,41.902752995,-87.70609883333333
California Ave & Fletcher St,2937,43,1,2023-02-01,2024-01-31,41.89030098333333,-87.698260546
California Ave & Francis Pl,4747,109,2,2023-04-19,2024-01-31,41.89030098333333,-87.69797366666667
California Ave & Francis Pl (Temp),632,0,0,2023-02-01,2023-04-19,41.883601657275165,-87.697668433
California Ave & Granville Ave,123,16,0,2023-10-20,2024-01-31,41.993874311,-87.6993725
California Ave & Lake St,1118,25,0,2023-02-06,2024-01-31,41.88326513333333,-87.696460128
California Ave & Marquette Rd,93,5,0,2023-02-05,2024-01-31,41.77,-87.69352591
California Ave & Milwaukee Ave,11908,354,8,2023-02-01,2024-01-31,41.89003216666666,-87.698373675
California Ave & Montrose Ave,3376,53,0,2023-02-01,2024-01-31,41.88549170626906,-87.695581794
California Ave & North Ave,4313,100,1,2023-02-01,2024-01-31,41.8830718,-87.698490262
California Ave & Winona St,719,43,0,2023-02-02,2024-01-31,41.97,-87.7
Calumet Ave & 18th St,8212,125,3,2023-02-01,2024-01-31,41.856329679,-87.64862671494483
Calumet Ave & 21st St,4250,54,0,2023-02-01,2024-01-31,41.83479225,-87.64862671494483
Calumet Ave & 33rd St,12716,482,10,2023-02-01,2024-01-31,41.7998048,-87.735646129
Calumet Ave & 35th St,4019,146,5,2023-02-01,2024-01-31,41.764829866666666,-87.735646129
Calumet Ave & 51st St,1013,13,0,2023-02-04,2024-01-30,41.801697612,-87.618364811
Calumet Ave & 71st St,204,10,1,2023-02-02,2024-01-30,41.765457869,-87.61700833333333
Calumet Park,164,0,0,2023-02-19,2023-12-26,41.7136755,-87.53089933333334
Campbell Ave & 51st St,140,2,0,2023-02-08,2024-01-29,41.8,-87.69
Campbell Ave & Augusta Blvd,2126,88,1,2023-04-27,2024-01-31,41.899345875,-87.69
Campbell Ave & Fullerton Ave,3201,48,0,2023-02-01,2024-01-31,41.88205033333333,-87.80576116666667
Campbell Ave & Irving Park Rd,660,23,0,2023-02-04,2024-01-30,41.95,-87.6909285
Campbell Ave & Montrose Ave,3153,131,9,2023-02-01,2024-01-31,41.961040139,-87.692321
Campbell Ave & Montrose Ave (Temp),2,0,0,2023-02-20,2023-02-28,41.961484,-87.692321
Campbell Ave & North Ave,6219,184,3,2023-02-01,2024-01-31,41.883601657275165,-87.689738274
Canal St & Adams St,22843,958,21,2023-02-01,2024-01-31,41.867241502,-87.68051826666667
Canal St & Harrison St,3149,92,1,2023-02-01,2024-01-31,41.873815298,-87.63986233333333
Canal St & Jackson Blvd,14120,512,4,2023-02-01,2024-01-31,41.868329,-87.679359078
Canal St & Madison St,19269,747,14,2023-02-01,2024-01-31,41.87175558333333,-87.698501229
Canal St & Monroe St,15474,552,6,2023-02-01,2024-01-31,41.8461902,-87.701378942
Canal St & Taylor St,6487,249,6,2023-02-01,2024-01-31,41.869545579,-87.639618278
Cannon Dr & Fullerton Ave,6103,48,0,2023-02-01,2024-01-31,41.87249816666667,-87.65218332409859
Carpenter St & 63rd St,18,0,0,2023-04-26,2023-12-20,41.77987,-87.6509595
Carpenter St & Huron St,11381,271,4,2023-02-01,2024-01-31,41.883601657275165,-87.74485883333334
Central Ave & Chicago Ave,303,8,0,2023-02-04,2024-01-30,41.894840121,-87.765005827
Central Ave & Harrison St,105,1,0,2023-02-06,2024-01-08,41.8729235,-87.7645525
Central Ave & Lake St,189,2,0,2023-02-02,2024-01-31,41.88758283333333,-87.765546203
Central Ave & Madison St,139,1,0,2023-02-18,2024-01-28,41.880074,-87.763296723
Central Ave & Parker Ave,291,1,0,2023-02-03,2024-01-30,41.93,-87.77
Central Ave & Roscoe St,191,4,0,2023-02-01,2024-01-29,41.94,-87.77
Central Ave & Wellington Ave,6,6,0,2024-01-05,2024-01-31,41.9348355,-87.766883
Central Park & Augusta Blvd,165,14,0,2023-02-06,2024-01-28,41.898792,-87.72
Central Park Ave & 24th St,305,4,0,2023-02-01,2024-01-27,41.848016024,-87.715261459
Central Park Ave & Bloomingdale Ave,2590,56,1,2023-02-01,2024-01-31,41.914067984,-87.71692884
Central Park Ave & Douglas Blvd,72,0,0,2023-02-14,2023-12-03,41.86,-87.72
Central Park Ave & Elbridge Ave,2906,52,0,2023-02-02,2024-01-31,41.935056567,-87.717354894
Central Park Ave & North Ave,1226,16,1,2023-02-04,2024-01-30,41.909307166666665,-87.72649383333334
Central Park Ave & Ogden Ave,772,16,0,2023-02-02,2024-01-31,41.853689671,-87.715268612
Central Park Ave & Ohio St,97,5,0,2023-02-09,2024-01-26,41.89,-87.72
Central Park Blvd & 5th Ave,157,6,1,2023-02-11,2024-01-31,41.8756245,-87.71557166666666
Central St & Girard Ave,1048,32,0,2023-02-02,2024-01-31,42.064088583,-87.68627033333334
Central St Metra,1137,41,0,2023-02-01,2024-01-31,42.063572764,-87.69890213
Cherry Ave & Blackhawk St,2240,83,1,2023-02-01,2024-01-31,41.906417131,-87.65602839
Chicago Ave & Sheridan Rd,4674,226,10,2023-02-01,2024-01-31,42.049838662,-87.678306699
Chicago Ave & Washington St,2888,81,4,2023-02-01,2024-01-31,42.032401204,-87.67946466666666
Chicago State University,467,6,0,2023-02-06,2024-01-31,41.71886633333333,-87.62228333333333
Christiana Ave & Lawrence Ave,1817,30,0,2023-02-01,2024-01-31,41.84688818333333,-87.712074876
Cicero Ave & Flournoy St,105,2,0,2023-02-13,2024-01-18,41.872048974,-87.746775866
Cicero Ave & Grace St,261,7,0,2023-03-03,2024-01-30,41.949672222,-87.75
Cicero Ave & Lake St,195,11,0,2023-02-02,2024-01-30,41.886519194,-87.74568522
Cicero Ave & Quincy St,111,7,0,2023-02-13,2024-01-30,41.877569666666666,-87.745506167
Cicero Ave & Roscoe Ave,8,5,0,2023-12-09,2024-01-31,41.942425666666665,-87.74735716666666
Cityfront Plaza Dr & Pioneer Ct,12810,328,8,2023-02-01,2024-01-31,41.881695032,-87.68018376666667
Claremont Ave & Hirsch St,3386,92,1,2023-02-01,2024-01-31,41.888929,-87.68654418
Clarendon Ave & Gordon Ter,14956,447,11,2023-02-01,2024-01-31,41.883601657275165,-87.73060976666666
Clarendon Ave & Junior Ter,11427,227,2,2023-02-01,2024-01-31,41.883601657275165,-87.65228927135468
Clarendon Ave & Leland Ave,6486,154,3,2023-02-01,2024-01-31,41.965655,-87.651119828
Clark St & 9th St (AMLI),5916,176,3,2023-02-01,2024-01-31,41.869936585,-87.631776929
Clark St & Armitage Ave,26262,439,7,2023-02-01,2024-01-31,41.765909666666666,-87.68051826666667
Clark St & Berwyn Ave,12280,272,5,2023-02-01,2024-01-31,41.88416981666667,-87.74485883333334
Clark St & Bryn Mawr Ave,9244,231,4,2023-02-01,2024-01-31,41.889922733333336,-87.73053848333333
Clark St & Chicago Ave,11141,333,9,2023-02-01,2024-01-31,41.853214418519656,-87.71590655
Clark St & Columbia Ave,2552,56,4,2023-02-01,2024-01-31,42.0043555,-87.672639251
Clark St & Drummond Pl,20813,484,10,2023-02-01,2024-01-31,41.87799155,-87.68956516666667
Clark St & Elm St,35366,999,15,2023-02-01,2024-01-31,41.765909666666666,-87.68022536666666
Clark St & Elmdale Ave,3621,80,0,2023-02-01,2024-01-31,41.990184188,-87.66986733333333
Clark St & Grace St,13417,243,5,2023-02-01,2024-01-31,41.87371633333333,-87.74485883333334
Clark St & Ida B Wells Dr,8222,253,5,2023-02-01,2024-01-31,41.84707783333333,-87.68022536666666
Clark St & Jarvis Ave,1351,45,0,2023-02-01,2024-01-31,42.015801668,-87.67512716666667
Clark St & Lake St,16032,579,14,2023-02-01,2024-01-31,41.882201183333336,-87.66196321666666
Clark St & Leland Ave,10221,293,14,2023-02-01,2024-01-31,41.890040166666665,-87.74485883333334
Clark St & Lincoln Ave,25306,365,10,2023-02-01,2024-01-31,41.867979,-87.68450333333334
Clark St & Lunt Ave,4462,162,0,2023-02-01,2024-01-31,41.90066456666667,-87.675451636
Clark St & Montrose Ave,7826,162,4,2023-02-01,2024-01-31,41.878295422,-87.67066776752472
Clark St & Newport St,21803,414,10,2023-02-01,2024-01-31,41.760866283333336,-87.68654208333334
Clark St & North Ave,12086,198,0,2023-02-01,2024-01-31,41.883601657275165,-87.6756519
Clark St & Randolph St,14071,303,2,2023-02-01,2024-01-24,41.7643715,-87.68010996666666
Clark St & Schiller St,18471,476,12,2023-02-01,2024-01-30,41.760866283333336,-87.64862671494483
Clark St & Schreiber Ave,3448,79,0,2023-02-01,2024-01-31,41.999057293,-87.6715765
Clark St & Touhy Ave,1250,42,1,2023-02-02,2024-01-31,41.98121248333333,-87.69046723333334
Clark St & Wellington Ave,16473,370,13,2023-02-01,2024-01-31,41.883601657275165,-87.68777143333334
Clark St & Winnemac Ave,15698,381,1,2023-02-01,2024-01-31,41.88549170626906,-87.68010996666666
Clark St & Wrightwood Ave,23300,425,11,2023-02-01,2024-01-31,41.82328903333333,-87.680651665
Clifton Ave & Armitage Ave,10697,275,3,2023-02-01,2024-01-31,41.9079215,-87.66032983333334
Clinton St & 18th St,3156,74,1,2023-02-01,2024-01-31,41.8567855,-87.6465425
Clinton St & Jackson Blvd,22462,952,14,2023-02-01,2024-01-31,41.87277781666667,-87.66055116666666
Clinton St & Lake St,18043,609,25,2023-02-01,2024-01-31,41.765909666666666,-87.72222923333334
Clinton St & Madison St,26894,1323,28,2023-02-01,2024-01-31,41.87108416666667,-87.74686418333333
Clinton St & Polk St,1175,34,0,2023-02-01,2024-01-31,41.871271,-87.64106369
Clinton St & Roosevelt Rd,7375,158,5,2023-02-01,2024-01-31,41.831712,-87.64615733333333
Clinton St & Tilden St,5313,212,8,2023-02-01,2024-01-31,41.875371933,-87.641623855
Clinton St & Washington Blvd,32594,1517,37,2023-02-01,2024-01-31,41.863205,-87.74686418333333
Clybourn Ave & Division St,6822,197,3,2023-02-01,2024-01-31,41.883601657275165,-87.64862671494483
Clyde Ave & 87th St,89,4,0,2023-02-05,2024-01-29,41.73711733333333,-87.57276333333333
Columbus Ave & 79th St,9,4,0,2023-11-17,2024-01-30,41.749083042,-87.704340577
Columbus Ave & 83rd Pl,2,2,0,2024-01-03,2024-01-07,41.741346,-87.713696
Columbus Dr & Randolph St,20390,575,10,2023-02-01,2024-01-31,41.867241502,-87.64999936666666
Commercial Ave & 100th St,36,0,0,2023-04-28,2023-11-11,41.71328,-87.55128181
Commercial Ave & 130th St,184,3,0,2023-02-01,2024-01-29,41.659034252,-87.550857067
Commercial Ave & 83rd St,216,17,0,2023-02-06,2024-01-31,41.744536996,-87.551289678
Conservatory Dr & Lake St,629,16,0,2023-02-01,2024-01-31,41.885125756,-87.716957688
Constance Ave & 95th St,104,2,0,2023-02-09,2024-01-29,41.722039342,-87.579021692
Cornell Ave & Hyde Park Blvd,7268,219,5,2023-02-01,2024-01-31,41.801563859,-87.6127505
Cottage Grove Ave & 111th Pl,121,2,0,2023-02-07,2024-01-26,41.69158033333333,-87.610087991
Cottage Grove Ave & 43rd St,1033,30,0,2023-02-01,2024-01-30,41.816175818,-87.606804729
Cottage Grove Ave & 47th St,1317,37,0,2023-02-02,2024-01-31,41.809733987,-87.607012749
Cottage Grove Ave & 51st St,1505,36,0,2023-02-01,2024-01-31,41.802048206,-87.606690407
Cottage Grove Ave & 63rd St,1426,60,1,2023-02-01,2024-01-31,41.779827714,-87.606362224
Cottage Grove Ave & 67th St,395,9,0,2023-02-01,2024-01-31,41.773651004,-87.605729103
Cottage Grove Ave & 71st St,96,0,0,2023-02-04,2023-12-25,41.765711,-87.60514766666667
Cottage Grove Ave & 78th St,68,2,0,2023-02-18,2024-01-21,41.753161,-87.60507916666667
Cottage Grove Ave & 83rd St,337,5,1,2023-02-01,2024-01-30,41.74337466666667,-87.60496833333333
Cottage Grove Ave & Oakwood Blvd,1056,21,0,2023-02-07,2024-01-31,41.82286316666666,-87.63122355
Daley Center Plaza,18746,716,25,2023-02-01,2024-01-31,41.87496816666667,-87.68005096666667
Damen Ave & 33rd St,63,3,0,2023-05-27,2024-01-10,41.83395505,-87.676023245
Damen Ave & 51st St,115,4,0,2023-02-06,2024-01-28,41.800834656,-87.674772143
Damen Ave & 59th St,174,11,0,2023-02-02,2024-01-29,41.768281816666665,-87.674230218
Damen Ave & 74th St,72,3,0,2023-02-08,2024-01-11,41.759241343,-87.673771381
Damen Ave & 81st St,13,4,0,2023-11-09,2024-01-30,41.7463485,-87.673204064
Damen Ave & 87th St,5,2,0,2023-11-15,2024-01-07,41.7359975,-87.672982693
Damen Ave & Charleston St,6286,210,2,2023-02-01,2024-01-31,41.88549170626906,-87.68630038333333
Damen Ave & Chicago Ave,10090,310,6,2023-02-01,2024-01-31,41.885584,-87.71931195
Damen Ave & Clybourn Ave,4726,110,2,2023-02-01,2024-01-31,41.931186438,-87.67870295
Damen Ave & Cortland St,11292,219,4,2023-02-01,2024-01-31,41.883601657275165,-87.68015061666667
Damen Ave & Coulter St,587,0,0,2023-02-01,2023-10-11,41.849106669,-87.67572016666666
Damen Ave & Cullerton St,2382,52,3,2023-02-01,2024-01-31,41.854475856,-87.676015973
Damen Ave & Division St,8018,235,5,2023-02-01,2024-01-31,41.838450193,-87.70318883333333
Damen Ave & Foster Ave,5082,126,1,2023-02-01,2024-01-31,41.890009165,-87.680651665
Damen Ave & Grand Ave,5846,167,4,2023-02-01,2024-01-31,41.838450193,-87.716762
Damen Ave & Leland Ave,6887,199,7,2023-02-01,2024-01-31,41.9433502470174,-87.692483902
Damen Ave & Madison St,3258,129,2,2023-02-02,2024-01-31,41.87978123333333,-87.68630038333333
Damen Ave & Melrose Ave,3975,77,0,2023-02-01,2024-01-31,41.890159483333335,-87.68022536666666
Damen Ave & Pershing Rd,300,9,0,2023-02-06,2024-01-29,41.82312833333334,-87.67679894
Damen Ave & Pierce Ave,19964,455,8,2023-02-01,2024-01-31,41.8485715,-87.70160533333333
Damen Ave & Sunnyside Ave,3898,91,1,2023-02-01,2024-01-31,41.943197,-87.679632425
Damen Ave & Thomas St (Augusta Blvd),8474,249,4,2023-02-01,2024-01-31,41.882883668,-87.68599833333333
Damen Ave & Wabansia Ave,2843,85,0,2023-05-25,2024-01-31,41.91195883333333,-87.677770257
Damen Ave & Walnut (Lake) St,2785,96,2,2023-02-01,2024-01-31,41.875786781,-87.680134416
Damen Ave & Wellington Ave,5393,110,0,2023-02-01,2024-01-31,41.894250274,-87.678701282
Damen Ave/Coulter St,133,9,0,2023-10-11,2024-01-11,41.849131584,-87.67572391
Dan Ryan Woods & 83rd St,1,1,0,2024-01-07,2024-01-07,41.742805,-87.680177
Dauphin Ave & 103rd St,96,1,0,2023-02-27,2024-01-23,41.70725,-87.60776883333334
Dauphin Ave & 87th St,115,0,0,2023-02-02,2023-12-24,41.736424804,-87.601323962
Dayton St & North Ave,12243,307,9,2023-02-01,2024-01-31,41.8807814,-87.680651665
Dearborn Pkwy & Delaware Pl,21078,603,15,2023-02-01,2024-01-31,41.880208731,-87.65647745
Dearborn St & Adams St,9369,364,16,2023-02-01,2024-01-31,41.857827666666665,-87.68005096666667
Dearborn St & Erie St,23889,699,21,2023-02-01,2024-01-31,41.87916993333333,-87.68610881666666
Dearborn St & Monroe St,19059,776,16,2023-02-01,2024-01-31,41.843359666666665,-87.701378942
Dearborn St & Van Buren St,6081,169,0,2023-02-01,2024-01-31,41.87161063333333,-87.64862671494483
Delano Ct & Roosevelt Rd,7455,110,0,2023-02-01,2024-01-31,41.853214418519656,-87.65228927135468
Desplaines St & Jackson Blvd,13768,420,3,2023-02-01,2024-01-31,41.87725266666666,-87.65228927135468
Desplaines St & Kinzie St,23153,772,22,2023-02-01,2024-01-31,41.87256061666667,-87.836727262
Desplaines St & Randolph St,10448,209,3,2023-02-01,2024-01-31,41.873934507,-87.68014866666667
Dodge Ave & Church St,934,27,1,2023-02-01,2024-01-31,42.048242331,-87.698598146
Dodge Ave & Main St,538,21,0,2023-02-02,2024-01-31,42.03463185161588,-87.69927966666667
Dodge Ave & Mulford St,563,20,0,2023-02-01,2024-01-30,42.023463,-87.69972033333333
Dorchester Ave & 49th St,1096,26,0,2023-02-01,2024-01-31,41.780446887,-87.596431732
Dorchester Ave & 63rd St,956,35,1,2023-02-02,2024-01-30,41.78034216666666,-87.59143533333334
Doty Ave & 111th St,104,6,0,2023-02-06,2024-01-31,41.694967508,-87.612469316
Drake Ave & Addison St,1881,60,1,2023-02-01,2024-01-31,41.946725368,-87.717858434
Drake Ave & Montrose Ave,1291,21,0,2023-02-01,2024-01-31,41.960848689,-87.7167895
Drexel Ave & 60th St,1990,250,6,2023-08-03,2024-01-31,41.785452604,-87.604867697
DuSable Lake Shore Dr & Belmont Ave,20799,249,8,2023-02-01,2024-01-31,41.879627228,-87.695759
DuSable Lake Shore Dr & Diversey Pkwy,21557,170,3,2023-02-01,2024-01-31,41.8538097,-87.71515141666667
DuSable Lake Shore Dr & Monroe St,40163,200,7,2023-02-01,2024-01-31,41.822673,-87.68018376666667
DuSable Lake Shore Dr & North Blvd,35874,138,1,2023-02-01,2024-01-31,41.733342,-87.6779642
DuSable Lake Shore Dr & Wellington Ave,17909,166,3,2023-02-01,2024-01-31,41.88416981666667,-87.68067533333334
DuSable Museum,713,12,0,2023-02-01,2024-01-29,41.790859461,-87.608394265
Dusable Harbor,21393,100,2,2023-02-01,2024-01-31,41.84560533333333,-87.676694751
East End Ave & 87th St,110,1,0,2023-02-03,2024-01-07,41.73673333333333,-87.58287783333333
Eastlake Ter & Howard St,1713,19,0,2023-02-01,2024-01-30,42.018357158,-87.664472818
Eberhart Ave & 131st St,27,0,0,2023-02-20,2023-10-01,41.657922268,-87.610801101
Eberhart Ave & 61st St,324,3,0,2023-02-01,2024-01-19,41.784040833333336,-87.61459166666667
Eberhart Ave & 91st St,78,0,0,2023-02-13,2023-12-04,41.72921683333333,-87.611790299
Eckhart Park,8826,227,6,2023-02-01,2024-01-31,41.853214418519656,-87.661987305
Eggleston Ave & 69th St,537,43,0,2023-02-03,2024-01-31,41.768838644,-87.635891795
Eggleston Ave & 92nd St,28,1,0,2023-03-01,2024-01-02,41.72757333333333,-87.6349265
Elizabeth St & 47th St,70,0,0,2023-03-28,2023-12-20,41.808311,-87.656575
Elizabeth St & 59th St,264,0,0,2023-02-03,2023-10-20,41.789696880483376,-87.654770494
Elizabeth St & 92nd St,158,0,0,2023-02-10,2023-12-15,41.726786971,-87.654408216
Elizabeth St & Fulton St,6648,262,7,2023-02-01,2024-01-31,41.883601657275165,-87.660041213
